"rule_title","severity","product","group_id","rule_id","check_content","fix_text","rule_version"
"The Server Message Block (SMB) v1 protocol must be disabled on the SMB server.","medium","Microsoft Windows 11 ","V-253287","SV-253287r828945","Different methods are available to disable SMBv1 on Windows 11, if WN11-00-000160 is configured, this is NA.

If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters\

Value Name: SMB1

Type: REG_DWORD
Value: 0x00000000 (0)","Configure the policy value for Computer Configuration >> Administrative Templates >> MS Security Guide >> """"Configure SMBv1 Server"""" to """"Disabled"""".

This policy setting requires the installation of the SecGuide custom templates included with the STIG package. """"SecGuide.admx"""" and """"SecGuide.adml"""" must be copied to the \Windows\PolicyDefinitions and \Windows\PolicyDefinitions\en-US directories, respectively.  

The system must be restarted for the change to take effect.","WN11-00-000165"
"The Server Message Block (SMB) v1 protocol must be disabled on the SMB client.","medium","Microsoft Windows 11 ","V-253288","SV-253288r828948","Different methods are available to disable SMBv1 on Windows 11, if WN11-00-000160is configured, this is NA.

If the following registry value is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Services\mrxsmb10\

Value Name: Start

Type: REG_DWORD
Value: 0x00000004 (4)","Configure the policy value for Computer Configuration >> Administrative Templates >> MS Security Guide >> """"Configure SMBv1 client driver"""" to """"Enabled"""" with """"Disable driver (recommended)"""" selected for """"Configure MrxSmb10 driver"""".

This policy setting requires the installation of the SecGuide custom templates included with the STIG package. """"SecGuide.admx"""" and """"SecGuide.adml"""" must be copied to the \Windows\PolicyDefinitions and \Windows\PolicyDefinitions\en-US directories, respectively.  

The system must be restarted for the changes to take effect.","WN11-00-000170"
"The Secondary Logon service must be disabled on Windows 11.","medium","Microsoft Windows 11 ","V-253289","SV-253289r828951","Run """"Services.msc"""".

Locate the """"Secondary Logon"""" service.

If the """"Startup Type"""" is not """"Disabled"""" or the """"Status"""" is """"Running"""", this is a finding.","Configure the """"Secondary Logon"""" service """"Startup Type"""" to """"Disabled"""".","WN11-00-000175"
"Orphaned security identifiers (SIDs) must be removed from user rights on Windows 11.","medium","Microsoft Windows 11 ","V-253290","SV-253290r828954","Review the effective User Rights setting in Local Group Policy Editor.
Run """"gpedit.msc"""".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment.

Review each User Right listed for any unresolved SIDs to determine whether they are valid, such as due to being temporarily disconnected from the domain. (Unresolved SIDs have the format of """"*S-1-.."""".)

If any unresolved SIDs exist and are not for currently valid accounts or groups, this is a finding.","Remove any unresolved SIDs found in User Rights assignments and determined to not be for currently valid accounts or groups by removing the accounts or groups from the appropriate group policy.","WN11-00-000190"
"Bluetooth must be turned off unless approved by the organization.","medium","Microsoft Windows 11 ","V-253291","SV-253291r828957","This is NA if the system does not have Bluetooth.

Verify the Bluetooth radio is turned off unless approved by the organization. If it is not, this is a finding.

Approval must be documented with the ISSO.","Turn off Bluetooth radios not organizationally approved. Establish an organizational policy for the use of Bluetooth.","WN11-00-000210"
"Bluetooth must be turned off when not in use.","medium","Microsoft Windows 11 ","V-253292","SV-253292r828960","This is NA if the system does not have Bluetooth.

Verify the organization has a policy to turn off Bluetooth when not in use and personnel are trained. If it does not, this is a finding.","Turn off Bluetooth radios when not in use. Establish an organizational policy for the use of Bluetooth to include training of personnel.","WN11-00-000220"
"The system must notify the user when a Bluetooth device attempts to connect.","medium","Microsoft Windows 11 ","V-253293","SV-253293r840170","This is NA if the system does not have Bluetooth, or if Bluetooth is turned off per the organizations policy.

Search for """"Bluetooth"""".
View Bluetooth Settings.
Select """"More Bluetooth Options""""
If """"Alert me when a new Bluetooth device wants to connect"""" is not checked, this is a finding.","Configure Bluetooth to notify users if devices attempt to connect.
View Bluetooth Settings.
Ensure """"Alert me when a new Bluetooth device wants to connect"""" is checked.","WN11-00-000230"
"Administrative accounts must not be used with applications that access the internet, such as web browsers, or with potential internet sources, such as email.","high","Microsoft Windows 11 ","V-253294","SV-253294r828966","Determine whether administrative accounts are prevented from using applications that access the internet, such as web browsers, or with potential internet sources, such as email, except as necessary for local service administration.

The organization must have a policy that prohibits administrative accounts from using applications that access the internet, such as web browsers, or with potential internet sources, such as email, except as necessary for local service administration. The policy must define specific exceptions for local service administration. These exceptions may include HTTP(S)-based tools that are used for the administration of the local system, services, or attached devices.

Technical measures such as the removal of applications or application allowlisting must be used where feasible to prevent the use of applications that access the internet. 

If accounts with administrative privileges are not prevented from using applications that access the internet or with potential internet sources, this is a finding.","Establish and enforce a policy that prohibits administrative accounts from using applications that access the internet, such as web browsers, or with potential internet sources, such as email. Define specific exceptions for local service administration. These exceptions may include HTTP(S)-based tools that are used for the administration of the local system, services, or attached devices.

Implement technical measures where feasible such as removal of applications or use of application allowlisting to restrict the use of applications that can access the internet.","WN11-00-000240"
"Windows 11 nonpersistent VM sessions must not exceed 24 hours.","medium","Microsoft Windows 11 ","V-253295","SV-253295r890452","Verify there is a documented policy or procedure in place that nonpersistent VM sessions do not exceed 24 hours.                                                                                                                                                                                                                                                                                                  

If the system is NOT a nonpersistent VM, this is Not Applicable. 

For Azure Virtual Desktop (AVD) implementations with no data at rest, this is Not Applicable.

If there is no such documented policy or procedure in place, this is a finding.","Set nonpersistent VM sessions to not exceed 24 hours.","WN11-00-000250"
"The Windows 11 time service must synchronize with an appropriate DOD time source.","low","Microsoft Windows 11 ","V-253296","SV-253296r922043","Review the Windows time service configuration.

Open an elevated """"Command Prompt"""" (run as administrator).

Enter """"W32tm /query /configuration"""".

Domain-joined systems (excluding the domain controller with the PDC emulator role):

If the value for """"Type"""" under """"NTP Client"""" is not """"NT5DS"""", this is a finding.","Configure the system to synchronize time with an appropriate DOD time source.

Domain-joined systems use NT5DS to synchronize time from other systems in the domain by default.

If the system needs to be configured to an NTP server, configure the system to point to an authorized time server by setting the policy value for Computer Configuration >> Administrative Templates >> System >> Windows Time Service >> Time Providers >> """"Configure Windows NTP Client"""" to """"Enabled"""", and configure the """"NtpServer"""" field to point to an appropriate DOD time server.

The US Naval Observatory operates stratum 1 time servers, identified at https://www.cnmoc.usff.navy.mil/Our-Commands/United-States-Naval-Observatory/Precise-Time-Department/Network-Time-Protocol-NTP/. Time synchronization will occur through a hierarchy of time servers down to the local level. Clients and lower-level servers will synchronize with an authorized time server in the hierarchy.","WN11-00-000260"
